dataset,weight,config,search,N,D,Mcoef,nbits,k,ef,build_ms,memory_mb,avg_us,p50_us,p95_us,qps,batch_qps,recall_at_k,exact_avg_us,speedup_vs_exact,fftw
clustered,matern,hamming_m32_b64,hamming,8192,256,32,64,10,20,5.167,1.188,50.815,49.666,60.002,19679.4,85956.7,0.062500,3875.716,76.27,1
clustered,matern,hamming_m32_b64,hamming,8192,256,32,64,10,40,5.167,1.188,50.838,51.138,60.131,19670.3,85306.3,0.079167,3875.716,76.24,1
clustered,matern,hamming_m32_b64,hamming,8192,256,32,64,10,80,5.167,1.188,97.607,53.602,63.842,10245.2,83515.7,0.102083,3875.716,39.71,1
clustered,matern,hamming_m32_b64,hamming,8192,256,32,64,10,160,5.167,1.188,55.353,55.490,65.283,18065.9,78085.3,0.120833,3875.716,70.02,1
clustered,matern,hamming_m32_b64,hamming,8192,256,32,64,10,8192,5.167,1.188,47.879,47.106,49.922,20886.2,37850.6,0.125000,3875.716,80.95,1
clustered,sobolev,hamming_m32_b64,hamming,8192,256,32,64,10,10,5.167,1.188,49.763,49.378,59.394,20095.4,86787.2,0.043750,3879.725,77.96,1
clustered,sobolev,hamming_m32_b64,hamming,8192,256,32,64,10,20,5.167,1.188,50.297,49.026,59.875,19882.1,86030.6,0.064583,3879.725,77.14,1
clustered,sobolev,hamming_m32_b64,hamming,8192,256,32,64,10,40,5.167,1.188,53.436,53.122,62.050,18714.0,84599.1,0.087500,3879.725,72.60,1
clustered,sobolev,hamming_m32_b64,hamming,8192,256,32,64,10,80,5.167,1.188,52.734,53.538,62.850,18963.1,82906.4,0.122917,3879.725,73.57,1
clustered,sobolev,hamming_m32_b64,hamming,8192,256,32,64,10,160,5.167,1.188,55.153,55.874,64.067,18131.2,79703.6,0.131250,3879.725,70.34,1
clustered,sobolev,hamming_m32_b64,hamming,8192,256,32,64,10,8192,5.167,1.188,92.206,46.786,50.530,10845.3,37887.9,0.135417,3879.725,42.08,1
clustered,identity,posterior_m32_b64,posterior,8192,256,32,64,10,10,5.164,1.188,70.929,70.467,75.523,14098.7,50477.6,0.058333,3878.607,54.68,1
clustered,identity,posterior_m32_b64,posterior,8192,256,32,64,10,20,5.164,1.188,72.056,71.715,76.291,13878.1,48397.7,0.087500,3878.607,53.83,1
clustered,identity,posterior_m32_b64,posterior,8192,256,32,64,10,40,5.164,1.188,72.801,72.451,77.699,13736.0,43575.1,0.125000,3878.607,53.28,1
clustered,identity,posterior_m32_b64,posterior,8192,256,32,64,10,80,5.164,1.188,74.242,74.275,79.875,13469.6,49939.8,0.162500,3878.607,52.24,1
clustered,identity,posterior_m32_b64,posterior,8192,256,32,64,10,160,5.164,1.188,122.911,77.539,87.972,8135.9,49094.7,0.177083,3878.607,31.56,1
